id,cost,strength,willpower,lore,ink,type_clean,keywords,classifications,illustrators,flavor_text
crd_b99de29dfb744a0184319f957208d126,3,3,3,1,Steel,Character,character(0),"c(""Storyborn"", ""Ally"")",Michela Cacciatore / Giulia Priori,A good friend is handy in a fight.
crd_308aa649ad114f3195d950a5a60586c2,3,2,4,1,Steel,Character,character(0),"c(""Storyborn"", ""Ally"", ""Madrigal"")",Samanta Erdini,There's no way Ursula's creatures are getting to that donkey.
crd_df2a4ae009034326bac684df1aac9287,2,2,3,1,Steel,Character,character(0),"c(""Dreamborn"", ""Broom"")",Alibeth Zermeno,It spends its days keeping the treasured glimmers in the Hall of Lorcana sparkling clean.
crd_989cc7ce93b04fae9388328e9f46d840,6,2,6,2,Steel,Character,Resist,"c(""Dreamborn"", ""Broom"")",Otto Paredes,
crd_7295a54624614f55a8d469d9d6b2e502,5,3,4,2,Steel,Character,"c(""Resist"", ""Shift"")","c(""Floodborn"", ""Hero"", ""Sorcerer"")",Alice Pisoni,NA
crd_bc7f7f83093148e6b3f0adb729b6bd61,2,1,3,1,Steel,Character,character(0),"c(""Storyborn"", ""Hero"")",Cristian Romero,He sets the standard for intrepid adventurers everywhere.
crd_029ec16d7f294ef0a9e2b924ae6819ce,4,3,6,1,Steel,Character,character(0),"c(""Storyborn"", ""Hero"", ""Princess"")",Amber Kommayongsa,"""Maybe what I really wanted was to prove I could do things right, so when I looked in the mirror, I'd see someone worthwhile."""
crd_0fce6ec303a44937ab4b3f6ace5d4f5c,4,2,3,2,Steel,Character,character(0),"c(""Storyborn"", ""Ally"")",Stefano Spagnuolo,
crd_e66f39ac0f6a44b0bd2f7ffbd633cf9b,5,3,5,3,Steel,Character,Resist,"c(""Dreamborn"", ""Hero"")",Alex Accorsi,
crd_dbc5f2c9f1cc41ebb7b6ba6c9133a942,4,3,4,2,Steel,Character,character(0),"c(""Storyborn"", ""Ally"")",Sandara Tang,As regal as his namesake and just as powerful.
crd_498044d6e5da4eb3868df6a6d0c058d4,7,3,6,2,Steel,Character,"c(""Challenger"", ""Resist"")","c(""Dreamborn"", ""Hero"", ""Princess"")",Grace Tran,
crd_80c0754783744500af77590d9234826c,4,2,5,1,Steel,Character,Challenger,"c(""Storyborn"", ""Ally"")",Michela Cacciatore / Giulia Priori,"""I'm gonna hit you so hard, it'll make your ancestors dizzy."""
crd_9bf4859e7a784073aa4b4de08c5211f0,4,NA,NA,NA,Steel,Action,character(0),NULL,Justin Gerard,"A little snow never hurt anyone. That big rock, however..."
crd_51a5b016b78e4a22b0f2b527a65d2147,4,NA,NA,NA,Steel,Action Song,character(0),NULL,Jennifer Park,"All the most difficult missions are for me, because I am indestructible."
crd_8d3ed88361eb4e9e8af1cc1658ec69b1,3,NA,NA,NA,Steel,Action Song,character(0),NULL,Alice Pisoni,
crd_bf617c80f0c9417a8434ffa4428e7911,10,NA,NA,NA,Steel,Action Song,Sing Together,NULL,Ian MacDonald,
crd_b54632a900e042c39771ae748820bf43,1,NA,NA,NA,Steel,Action,character(0),NULL,Carlos Gomes Cabral,"""Ursula's foul creatures are not welcome in my kingdom!"""
crd_5359fd5a9e4f43568d3419a2cd737640,1,NA,NA,NA,Steel,Item,character(0),NULL,Mariana Moreno,
crd_c7979a7d0305443eb9ddb9b10469644d,2,NA,NA,NA,Steel,Item,character(0),NULL,Yari Lute,
crd_d12740d7854a4ff69d2921c943454bc8,3,NA,NA,NA,Steel,Item,character(0),NULL,Luigi Aimé,"""So help me, I'll use the ship's cannons to blast ya all to kingdom come!""
- John Silver"
crd_a8ad84833e7f41d5bf65fe1787c65fe3,4,NA,8,NA,Steel,Location,character(0),NULL,Jimm Merkle,
crd_d30e4b994223457c8b38bc696aa91e06,2,NA,7,NA,Steel,Location,character(0),NULL,Nicolas Ky,
crd_eaf7db4a652b47939bddb0db4c9030e9,5,1,5,2,Amber,Character,Singer,"c(""Dreamborn"", ""Hero"", ""Princess"")",noc4urne,
crd_b20587f1945e42d59b750f9b69cc4a6b,5,1,5,2,Amber,Character,Bodyguard,"c(""Dreamborn"", ""Hero"", ""Musketeer"")",Alice Pisoni,
crd_7bd65d4574434dd3ba908203c8cea774,7,NA,NA,NA,Amber,Action Song,Sing Together,NULL,Marine Josephine,
crd_68c45595c25041f3bcf2073a5b533edd,7,4,7,3,Amethyst,Character,Shift,"c(""Floodborn"", ""Villain"", ""Queen"", ""Sorcerer"")",John Loren / Nicholas Kole,
crd_34dd94ad32194a96931c9e2ff311ad26,2,1,3,1,Amethyst,Character,character(0),"c(""Storyborn"", ""Hero"", ""Sorcerer"")",Alan Batson,
crd_45acf301d7e2469fb961cc1f06bd2889,10,NA,NA,NA,Amethyst,Action Song,Sing Together,NULL,Saulo Nate,
crd_93ab5d88940f4610a375a928963a570f,3,2,2,1,Emerald,Character,"c(""Evasive"", ""Shift"")","c(""Floodborn"", ""Ally"")",Cristian Romero,
crd_54e413e671dc4fa3872b3481db960d47,5,3,3,2,Emerald,Character,character(0),"c(""Dreamborn"", ""Hero"", ""Princess"")",nocr4une,
crd_3694abe0d09349ca9dbef6861ea42f5a,5,NA,NA,NA,Emerald,Action Song,character(0),NULL,Victor “Yano” Covarrubias,
crd_3088ee50256240d0b22c045f593df9a8,4,2,4,1,Ruby,Character,Rush,"c(""Storyborn"", ""Hero"")",Sam Nielson,
crd_d0714091b2a14f478e2d7704c8eb50d8,8,5,4,3,Ruby,Character,Shift,"c(""Floodborn"", ""Hero"", ""Deity"", ""Dragon"")",João Moura,
crd_016db7e8b21348aca4b407fb6d2ce26d,2,NA,9,NA,Ruby,Location,character(0),NULL,Roberto Gatto,
crd_6155d5f7f7da4f3da02d755d51f10fa7,4,2,4,2,Sapphire,Character,character(0),"c(""Dreamborn"", ""Hero"", ""Queen"", ""Knight"")",noc4urne,
crd_20f6a0577b714cf393648a074b1f0bb2,3,3,3,1,Sapphire,Character,character(0),"c(""Dreamborn"", ""Villain"", ""Queen"", ""Sorcerer"")",noc4urne,
crd_79195cfde0ae4948894c37bef02d9e6f,2,NA,7,NA,Sapphire,Location,character(0),NULL,Trevor Spencer,
crd_94501fb9ecad49e9a81cd51f7c31dac7,6,3,8,2,Steel,Character,Shift,"c(""Floodborn"", ""Hero"", ""Princess"")",noc4urne,
crd_8ac9f95c19af4213b7c6aed341965206,5,3,5,3,Steel,Character,Resist,"c(""Dreamborn"", ""Hero"")",Simangaliso Sibaya,
crd_ae2a969b746542268ff0bcfc735ea367,4,NA,8,NA,Steel,Location,character(0),NULL,Andreas Rocha,
crd_86d6559da2404639813a26adaa8ccedf,2,1,3,1,Amethyst,Character,character(0),"c(""Storyborn"", ""Hero"", ""Sorcerer"")",Matthew Robert Davies,NA
crd_40af5ff824594a7a899021662e0210ca,6,2,6,2,Ruby,Character,Shift,"c(""Floodborn"", ""Hero"", ""Princess"")",Nicola Saviori,NA
crd_bd9957831e61475fa527ff77c2976f40,5,3,4,2,Steel,Character,"c(""Resist"", ""Shift"")","c(""Floodborn"", ""Hero"", ""Sorcerer"")",Alice Pisoni,NA
crd_a0a1e1bb99794f04991929ced6001ae8,8,5,5,4,Ruby,Character,Evasive,"c(""Dreamborn"", ""Hero"")",Nicholas Kole,"When defeat looms and victory hangs by a thread, a hero bolts to the rescue, patching things up with sheer determination."
crd_8de3ae21bca6455bb44da9803af19ea8,7,5,5,3,Steel,Character,"c(""Resist"", ""Shift"")","c(""Floodborn"", ""Hero"", ""Princess"", ""Knight"")",Grace Tran,
crd_e18e96745a00405d8e927f8d4c75dc72,2,1,3,1,Emerald,Character,character(0),"c(""Storyborn"", ""Villain"", ""Sorcerer"")",Lisanne Koeteuw,
crd_8d986fbd95984691b7fe1a27a5e110bc,4,3,3,1,Amethyst,Character,Evasive,"c(""Storyborn"", ""Ally"", ""Madrigal"")",Juan Diego Leon,
crd_b2e4820cbbda4610b54f3e9c00fa4576,4,2,4,2,Amber,Character,Shift,"c(""Floodborn"", ""Hero"", ""Princess"", ""Racer"")",Vanessa Morales,
crd_9093f79568f941ccaf0f4708a1b74133,2,2,1,2,Sapphire,Character,character(0),"c(""Storyborn"", ""Hero"")",Tom Bancroft,
crd_7202d58f49f84525b3a9364c319772f3,2,2,1,2,Amber,Character,character(0),"c(""Storyborn"", ""Ally"")",Therese Vildefall,"""I mean, I don't want to brag or nothing, but I got some moves."""
crd_7cfdb563e48a4998ae06726dd5feda7d,1,0,4,1,Amber,Character,character(0),"c(""Storyborn"", ""Ally"")",Shannon Hallstein,The Lorcana Hide-and-Seek Championship was hers for the taking.
crd_e9dd2025da3b4ef7adf3f2b9cd67f421,4,3,3,2,Amber,Character,Singer,"c(""Storyborn"", ""Hero"", ""Prince"")",Rosa la Barbera / Livio Cacciatore,NA
crd_db3ade6d337c4c72aad63938a16e7692,4,3,4,1,Amber,Character,Support,"c(""Storyborn"", ""Ally"")",Ron Baird,"""Let's find some nice twigs, eh? I could use a snack!"""
crd_85a886f78a71416aa253879cbe81d8dd,2,1,4,1,Amber,Character,character(0),"c(""Storyborn"", ""Hero"")",Chunxi Mu,"""You have to look after your little brother, no matter how big a pain he is.""
-Kenai"
crd_d3dd900e88304c778c319c8facd2c8f2,1,2,2,1,Amber,Character,character(0),"c(""Storyborn"", ""Hero"", ""Princess"", ""Racer"")",César Vergara / Eri Welli,"""Look, the code may say I'm a princess, but I know who I really am..."""
crd_461c6287b34c4be19933bac34f7c7d78,4,4,4,1,Amber,Character,character(0),"c(""Storyborn"", ""Ally"")",Ron Baird,"""I'd love a snack, but I'm kinda tied up right now."""
crd_907793ab7fb44dd38c58f0dc1172a7d6,2,1,3,1,Amber,Character,Support,"c(""Storyborn"", ""Hero"")",Olivier Désirée,"""Peanut butter and pineapple! This'll be the best cake ever!"""
crd_48fb46a8fbdd4615a2c9ab99f304a0f2,2,2,2,1,Amber,Character,character(0),"c(""Dreamborn"", ""Hero"", ""Princess"", ""Racer"")",Hedvig Häggman-Sund,"""I'll take whatever you've got...as long as it's got sugar in it."""
crd_e300981771704026815250b876ae28be,3,2,4,1,Amber,Character,Bodyguard,"c(""Storyborn"", ""Hero"")",Hedvig Häggman-Sund,"""Golly, this place is going to take some real fixing!"""
crd_12426744b21049a39b01acf3d93e4311,3,2,3,2,Amber,Character,Singer,"c(""Storyborn"", ""Ally"")",Lauren Barger,"""Good evening, Lorcana! We are here tonight to celebrate the possibilities that open up to us when we unite."""
crd_894f1b97871342e29b414e927dcd1140,5,4,5,1,Amber,Character,Shift,"c(""Floodborn"", ""Hero"")",João Moura,NA
crd_1ebd5b431d3c46b882e3c95712a9502a,9,3,7,3,Amber,Character,character(0),"c(""Dreamborn"", ""Ally"")",Jochem van Gool,NA
crd_7c261f64006d414180bf53ea7ae2f467,5,5,5,5,Amber,Character,character(0),"c(""Storyborn"", ""Hero"", ""Madrigal"")",Emily Abeydeera,"""There's nothing we can't accomplish together!"""
crd_9b72fe4e823b447fbdd927b3dae1342a,5,4,4,2,Amber,Character,Shift,"c(""Floodborn"", ""Hero"")",Roger Pérez / Leonardo Giammichele,NA
crd_8ae92c4a53ef47acb4aefde6341cba60,1,1,4,2,Amber,Character,character(0),"c(""Storyborn"", ""Ally"")",Francesco D'ippolito / Giuseppe di Maio,NA
crd_3a3a926925af4b4ca1cd8567c7a300ae,2,1,3,1,Amber,Character,character(0),"c(""Storyborn"", ""Hero"")",Cristian Romero,"""I don't think I've ever seen anything as sweet as this."""
crd_da584233ea5149dd814bd6b372e015d5,3,3,4,2,Amber,Character,character(0),"c(""Storyborn"", ""Hero"", ""Princess"")",Isabella Ceravolo,"""Investigate every part of the Illuminary, find the chromicons, restore the Illuminary, how hard can it—wait, what was that noise?"""
crd_412dcf4edf204b919385a120e64b4b50,4,2,4,2,Amber,Character,Shift,"c(""Floodborn"", ""Hero"", ""Princess"", ""Racer"")",Vanessa Morales,NA
crd_d46b1371e56d486786fb471a1c043d3a,4,2,3,2,Amber,Character,character(0),"c(""Storyborn"", ""Ally"")",John Loren,"""Thank you! Now here's a little ditty for our floodborn friends that we call 'Martin and the Flood.'"""
crd_4bb6eeb124574cc6ac3695e255598cfb,7,6,7,2,Amber,Character,character(0),"c(""Storyborn"", ""Hero"")",Hyuna Lee,"If he must give a victory speech, he'll keep it brief."
crd_0140dc8d8b8444878839e0c94f358497,6,4,5,2,Amber,Character,character(0),"c(""Dreamborn"", ""Princess"")",Jenna Gray,"""And who might you be, my noble knight and champion?"""
crd_a35ce7543f7e4af49eb325083776e061,4,3,3,2,Amber,Character,character(0),"c(""Storyborn"", ""Ally"")",Gonzalo Kenny,NA
crd_edb33beb5360472080df4b6d2a6878a2,4,1,5,2,Amber,Character,character(0),"c(""Storyborn"", ""Hero"")",Gonzalo Kenny,"""Oh my! Is that part of the Illuminary? I have to go help!"""
crd_43b3128f2b504d7b9364db3803511c13,4,NA,NA,NA,Amber,Action Song,character(0),NULL,Nicolas Ky,I want to try even though I could fail
crd_10b23643a0b146bcb95389cfb37c6133,3,NA,NA,NA,Amber,Action,character(0),NULL,Mariana Moreno,"""The heart is not so easily changed, but the head can be persuaded."" —Grand Pabbie"
crd_0eaf4bdb418a4e63a69851152b8bb057,5,NA,NA,NA,Amber,Action,character(0),NULL,Jared Mathews,Not all that is lost is gone forever.
crd_1fafea8238334475ae8ed9ece3728309,6,NA,NA,NA,Amber,Action Song,character(0),NULL,Nicola Saviori,NA
crd_d544feda22c44e0e9fccb9936fb20202,2,NA,NA,NA,Amber,Action,character(0),NULL,Taraneh,NA
crd_af887c9fbbbf4e12bf91a9d221681e71,2,NA,NA,NA,Amber,Item,character(0),NULL,Alex Accorsi,NA
crd_a3736e115d014a5e85d5913b9d100f9e,2,NA,NA,NA,Amber,Item,character(0),NULL,Juan Diego Leon,NA
crd_a849716500754889824d4a9aeb2c6b84,2,NA,NA,NA,Amber,Item,character(0),NULL,Dustin Panzino,"""Comfort the weak and weary.""
-Inscription"
crd_f27b7d5ae80b49c4a1a6019138a14ace,2,NA,8,0,Amber,Location,character(0),NULL,Jeremy Adams,"""It's a scary world out there.""
–Mother Gothel"
crd_210e4fd42fff4273b7ed916683431def,3,NA,8,1,Amber,Location,character(0),NULL,Matthew Oates,NA
crd_d3bfcff390e54c9bbd1027b57320d621,8,7,7,2,Amethyst,Character,Shift,"c(""Floodborn"", ""Villain"", ""Queen"", ""Sorcerer"")",Malia Ewart,NA
crd_fdc463d617dd4b938a2991c4f1e1f542,6,5,5,1,Amethyst,Character,character(0),"c(""Storyborn"", ""Ally"")",Randy Bishop,NA
crd_5004569c2e0246e8bc9014bc00c21cd1,1,1,1,1,Amethyst,Character,character(0),"c(""Dreamborn"", ""Ally"")",Alice Pisoni,"""Step to it! Time is of the essence."""
crd_830fee590a4e49c1a54622779b4380c3,4,3,3,2,Amethyst,Character,character(0),"c(""Storyborn"", ""Mentor"", ""Sorcerer"")",Andrea Femerstrand,"""Don't rush me, now—this is important."""
crd_fc8acdf39f114f398bca3f962a072274,3,2,2,2,Amethyst,Character,Evasive,"c(""Storyborn"", ""Ally"")",Kendall Hale,"""Hmph. What does an owl have to do to get a little peace and quiet around here?"""
crd_c1cb807b384241ea876b8b2d52b1bc46,4,2,2,2,Amethyst,Character,Evasive,"c(""Storyborn"", ""Ally"")",Kendall Hale,NA
crd_314343a109e74d31bb84143aeb72d25f,4,4,5,2,Amethyst,Character,character(0),"c(""Storyborn"", ""Ally"")",Alice Pisoni,Who woke up the big guy?
crd_a9888f3a8e1845588922ff69068e6f78,3,1,2,2,Amethyst,Character,character(0),"c(""Storyborn"", ""Ally"")",Amber Kommavongsa,NA
crd_3cc55696a89340ceb63f0ad739644c17,3,3,4,1,Amethyst,Character,character(0),"c(""Storyborn"", ""Ally"")",James C Mulligan,"Oh me, oh my! Did a piece just fall off the Illuminary?! I've got to tell someone before it's too late, late, late!"
crd_68ff503b4be94f6cbf93a9b0cd097c80,4,3,7,1,Amethyst,Character,character(0),"c(""Storyborn"", ""Villain"", ""Sorcerer"")",Kenneth Anderson,NA
crd_5c628b6eefe64685a02ea0bd3bef7a44,6,4,8,3,Amethyst,Character,character(0),"c(""Storyborn"", ""Ally"", ""Madrigal"")",Samanta Erdini,"""This is just a warm-up, folks! Wait 'til you see the big finale!"""
crd_2254457f8600435abc8520521283f8ff,7,4,5,2,Amethyst,Character,Shift,"c(""Floodborn"", ""Hero"", ""Queen"", ""Sorcerer"")",Jackie Droujko,NA
crd_14a6c9cb57b54a889bad8a3e1f62e8ba,5,1,4,2,Amethyst,Character,"c(""Challenger"", ""Evasive"", ""Shift"")","c(""Floodborn"", ""Ally"")",Michaela Martin,NA
crd_db64e740e8ef4c22b87c89fa48093cee,5,2,5,1,Amethyst,Character,"c(""Evasive"", ""Rush"")","c(""Dreamborn"", ""Hero"", ""Queen"", ""Sorcerer"")",Lisanne Koeteeuw,NA
crd_e0a935e3f8394d2b881f48d3c9c46b05,7,5,5,2,Amethyst,Character,character(0),"c(""Storyborn"", ""Ally"")",Brian Kesinger,"""Keep your eyes on me, folks! It's time for a little prestidigitation!"""
crd_bb8f3a2d154346dc8e21ef6fea46a1f0,9,6,6,3,Amethyst,Character,Evasive,"c(""Storyborn"", ""Ally"")",Andrea Parisi,NA
crd_ec332a15608840ad942e800aa7b17294,3,0,4,2,Amethyst,Character,character(0),"c(""Storyborn"", ""Villain"", ""Sorcerer"")",Carlos Gomes Cabral,NA
crd_5dc832dce6f943ddbb2bcdce8893ae61,5,5,6,1,Amethyst,Character,character(0),Storyborn,Ivan Shavrin,"The great beast breached the surface of the Azurite Sea, and the cry went out, ""Monstro! Monstro!"""
crd_5a958c7371a3467fbb486adb3bd370ce,4,2,5,1,Amethyst,Character,character(0),"c(""Storyborn"", ""Villain"", ""Sorcerer"")",Stefano Spagnuolo,NA
crd_9fce790e0b1c4e0788899b6eb0d6aad0,2,2,2,2,Amethyst,Character,character(0),"c(""Storyborn"", ""Villain"", ""Sorcerer"")",Aris Zentelis,"""Evidently my invitation was lost. How dreadful. Here, let me help with the decorations . . ."""
crd_1f76ed2f61db4a9cb5a5647c43e1ebfc,4,1,4,2,Amethyst,Character,Rush,"c(""Storyborn"", ""Mentor"", ""Sorcerer"")",Giulia Riva,NA
crd_63be1159dcec47dba6234bf124f86c75,3,1,3,1,Amethyst,Character,character(0),"c(""Dreamborn"", ""Hero"", ""Queen"")",Leonardo Giammichele,"""Okay, I can move small objects without any problems. I need something bigger... Where is Kristoff's sleigh?"""
crd_19a1d88c22204acf9412f49437e0eb00,4,1,4,2,Amethyst,Character,character(0),"c(""Storyborn"", ""Ally"", ""King"")",Brittney Hackett,"""By order of the king. You heard what she said!"""
crd_7fd5d0e0a462464dbc04f11a37718f4a,6,3,7,1,Amethyst,Character,character(0),"c(""Storyborn"", ""Ally"", ""Madrigal"")",Saulo Nate,NA
crd_9444cd2552124a658a0c276513934a4f,2,NA,NA,NA,Amethyst,Action,character(0),NULL,Giulia Riva,"Suddenly, Basil felt a strong desire to find the broken crown."
crd_78be93b7d9664f388cebf0499a2e6dd8,5,NA,NA,NA,Amethyst,Action,character(0),NULL,Andy Estra / Stefano Zanchi,"""Three wishes, comin' right up!""
- Iago"
crd_74fab45eaa32470b9ca3c830ab920f93,3,NA,NA,NA,Amethyst,Action Song,character(0),NULL,Jake Murphy,NA
crd_f199d7305e4a4b0a81d20610d4761aa9,2,NA,NA,NA,Amethyst,Action,character(0),NULL,Heidi Neunhoffer,"""Just think! All this knowledge was under our noses the whole time. We only had to look in the right place."""
crd_6efcf80c6ccc458e9892bacc332c32d7,3,NA,NA,NA,Amethyst,Action,character(0),NULL,Luca Pinelli,"""You've got some power in your corner now!"" –Genie"
crd_0aa70773df3a4f87ab5b96825787497d,1,NA,NA,NA,Amethyst,Item,character(0),NULL,Stefano Zanchi,NA
crd_721b1a5a766441a382bd8975b7b7a7ea,6,NA,NA,NA,Amethyst,Item,character(0),NULL,John Loren,The broken crown holds dark and mysterious powers.
crd_6506bc6d995f48a6b643477a796faba1,2,NA,NA,NA,Amethyst,Item,character(0),NULL,Dustin Panzino,"""Seek not power for its own sake.""
– Inscription"
crd_aaae8eab8f604635883282a61d3376ff,3,NA,4,1,Amethyst,Location,character(0),NULL,Wietse Treurniet,NA
crd_cbca0a75a1f9430baae6cf1528a421c4,3,NA,8,1,Amethyst,Location,character(0),NULL,Roberto Gatto,NA
crd_e563c6bf2df446f5b77fbf41d3d3b30a,9,6,6,4,Emerald,Character,Ward,"c(""Storyborn"", ""Hero"")",James Rey Sanchez,NA
crd_e736ff0f31bb455992c5ba93c4875444,3,2,3,1,Emerald,Character,Evasive,"c(""Storyborn"", ""Ally"", ""Hyena"")",Julien Vandois,NA
crd_715fd7db81234ccc970f710f0c4d469e,1,0,4,1,Emerald,Character,character(0),"c(""Storyborn"", ""Ally"")",John Loren,"""You're in for a real treat, Rob. Tonight's house special is my famous outlaw grub. Made from the finest whatever we could find!"""
crd_e069dd79b4104043aab51cde64808d82,5,3,5,2,Emerald,Character,Evasive,"c(""Storyborn"", ""Ally"")",Kuya Jaypi,"""Oh, I guess one quick spin through the lights won't hurt."""
crd_4b2b91b67cde4db99f61c51b388a338f,4,4,3,2,Emerald,Character,character(0),"c(""Storyborn"", ""Ally"")",Matt Chapman,His performances are unspeakably good.
crd_83352cb5f0a94843857df13731c502be,3,2,3,1,Emerald,Character,character(0),"c(""Storyborn"", ""Ally"", ""Hyena"")",Otto Paredes,"""A-heh, heh, heh, heh, heh, heh, heeee."""
crd_b72fb20c7b664b749e55de43aae47b3c,3,2,4,1,Emerald,Character,character(0),"c(""Storyborn"", ""Ally"", ""Fairy"")",Eri Welli,"""Don't fuss, dear! A flick of the wrist will turn these briars into something beautiful."""
crd_c6e74eb559f2406fbea088388759a259,1,1,2,1,Emerald,Character,character(0),"c(""Storyborn"", ""Ally"", ""Fairy"")",Eri Welli,"""The most beautiful color is blue!"""
crd_5d3eec99c8a746a5b8b774fb50cc5180,2,2,2,1,Emerald,Character,character(0),"c(""Storyborn"", ""Hero"")",Oggy Christiansson,"""For a second there, I thought this might be a real challenge."""
crd_f67695810a434de2af182783cbd167e9,5,3,7,2,Emerald,Character,character(0),"c(""Storyborn"", ""Ally"", ""Fairy"")",Eri Welli,"""The secret to a good cake is combining everything just right. Every ingredient is important, but the magic is in how they work together."""
crd_a7aa78d2d3044e7ea94529cb078fced2,4,2,4,1,Emerald,Character,Evasive,"c(""Storyborn"", ""Ally"")",Hadjie Joos / Pix Smith,NA
crd_9a47b5d5d819442882b5319fab5ed77a,2,3,2,2,Emerald,Character,character(0),"c(""Storyborn"", ""Ally"", ""Hyena"")",Otto Paredes,He will never refuse a quick bite before dinner.
crd_f291329542f04339988b4051333a446e,4,2,4,3,Emerald,Character,character(0),"c(""Storyborn"", ""Ally"", ""Hyena"")",Stefano Spagnuolo,"As far as he's concerned, there's no such thing as bad taste."
crd_6ecf18a6435e46238220c23606eb7768,3,2,1,2,Emerald,Character,Evasive,"c(""Storyborn"", ""Villain"", ""Alien"", ""Pirate"")",Justin Runfola,NA
crd_ab1aec84c58d45afb0773657b0990323,7,3,9,3,Emerald,Character,character(0),"c(""Storyborn"", ""Hero"", ""Prince"")",Ian MacDonald,NA
